time,N,P,Q,R
0.0,65.36302724951558,0.6767818669056073,51.244452169460814,60.21375357290574
0.13653020891416023,65.36170443755049,0.6796852489420102,51.46371986288142,60.338746148909536
0.27306041782832047,65.3577567887728,0.6826214132792018,51.68066115431447,60.460640249161486
0.4095906267424807,65.35121510231102,0.685590458143539,51.89525744473974,60.579447748085386
0.5461208356566409,65.34210966382521,0.6885924805549822,52.107490880479,60.695180973272976
0.6826510445708012,65.33047024039934,0.6916275763100231,52.31734434581555,60.80785268195377
0.8191812534849614,65.31632607637141,0.6946958399640574,52.52480145522724,60.91747603792359
0.9557114623991216,65.29970589005673,0.69779736481319,52.72984654525369,61.024064588943
1.0922416713132819,65.28063787131977,0.700932242875467,52.932464666018085,61.1276322446152
1.228771880227442,65.2591496799519,0.7041005648715247,53.13264157242363,61.228193254752036
1.3653020891416023,65.23526844481282,0.7073024202046507,53.33036371504464,61.325762188235096
1.5018322980557626,65.20902076369484,0.7105378969402483,53.525618230731666,61.4203539123781
1.6383625069699228,65.18043270387055,0.7138070817846986,53.7183929329498,61.51198357279533
1.774892715884083,65.14952980328506,0.7171100600636162,53.90867630186907,61.600666573780074
1.9114229247982433,65.11633707235586,0.72044691569949,54.09645747422532,61.68641855919579
2.0479531337124035,65.08087899634405,0.7238177311887075,54.28172623296959,61.769255393881835
2.1844833426265637,65.04317953826222,0.7272225875779563,54.464472996723636,61.84919314557486
2.321013551540724,65.0032621422854,0.7306615644399993,54.6446888090589,61.926248067345774
2.457543760454884,64.96114973763262,0.7341347398488207,54.822365327615586,62.00043658055175
2.5940739693690444,64.91686474288834,0.7376421903541391,54.99749481307837,62.07177525830166
2.7306041782832047,64.87042907073327,0.7411839909552853,55.17007011802448,62.14028080943293
2.867134387197365,64.82186413305654,0.7447602150744418,55.340084675659845,62.20597006299687
3.003664596111525,64.77119084642135,0.7483709345292445,55.50753248845809,62.26885995324912
3.1401948050256854,64.71842963785788,0.7520162195047418,55.67240811671718,62.328967505141215
3.2767250139398456,64.66360045095847,0.7556961385247128,55.83470666704767,62.38630982030866
3.413255222854006,64.6067227522509,0.7594107584223426,55.994423780806244,62.44090406355061
3.549785431768166,64.54781553782698,0.7631601443102543,56.1515556224878,62.49276744979563
3.6863156406823263,64.48689734020466,0.7669443595498985,56.30609886808877,62.541917231547664
3.8228458495964865,64.42398623540288,0.7707634657203006,56.458050693453906,62.58837068680601
3.959376058510647,64.35909985020943,0.7746175225861657,56.60740876261849,62.63214510745264
4.095906267424807,64.2922553696234,0.7785065880653427,56.75417121615723,62.67325778810008
4.232436476338967,64.22346954445396,0.7824307181956501,56.89833665955079,62.71172601539263
4.3689666852531275,64.15275869905939,0.7863899671010638,57.039904151580494,62.747567057753415
4.505496894167288,64.08013873920984,0.7903843869572695,57.1788731927612,62.780798155569926
4.642027103081448,64.0056251600594,0.7944140279565826,57.315243713822,62.81143651180988
4.778557311995608,63.929233054213,0.7984789382722373,57.44901606424389,62.839499283059716
4.915087520909768,63.85097711987506,0.8025791640220499,57.580191000863245,62.86500357097742
5.051617729823929,63.770871669067304,0.8067147492314575,57.708769676549416,62.8879664141516
5.188147938738089,63.68893063590405,0.8108857357959368,57.83475362896443,62.908404780358325
5.324678147652249,63.60516758491399,0.8150921634428084,57.95814476941236,62.92633555920746
5.461208356566409,63.519595719398154,0.8193340696924281,58.078945371785515,62.94177555517002
5.59773856548057,63.43222788981448,0.8236114898187721,58.19715806161426,62.954741480977965
5.73426877439473,63.34307660217996,0.8279244568094214,58.31278580522691,62.96524995138808
5.87079898330889,63.25215402648215,0.8322730013249479,58.42583189902572,62.97331747730126
6.00732919222305,63.15947200509214,0.8366571516577115,58.53629995888469,62.97896046022882
6.1438594011372105,63.065042061171894,0.841076933690072,58.644193909674605,62.98219518709736
6.280389610051371,62.96887540706933,0.8455323708520218,58.74951797492022,62.983037825383626
6.416919818965531,62.870982952694916,0.8500234840782475,58.85227666659436,62.981504418571134
6.553450027879691,62.77137531387419,0.8545502917646257,58.952474775053446,62.9776108819201
6.6899802367938515,62.67006282067106,0.8591128097241626,59.05011735911819,62.97137299854251
6.826510445708012,62.56705552567711,0.8637110511423817,59.14520973630359,62.962806415774125
6.963040654622172,62.462363212262474,0.8683450265321703,59.23775747320155,62.95192664183531
7.099570863536332,62.3559954027846,0.873014743688092,59.327766376019255,62.938749042772706
7.236101072450492,62.24796136675107,0.877720207640173,59.41524248127647,62.92328883967392
