theta,a_exp,critical_mean_exp,a_humped,critical_mean_humped
1.0,0.5,2.0,1.5397978117457194,1.298871828978984
2.0,1.0,1.0,2.524555833831924,0.7922185650234872
3.0,1.9583333333333335,0.5106382978723404,4.299828589618002,0.4651348206830916
4.0,3.5,0.2857142857142857,7.25215391374119,0.27578013701701126
5.0,6.04375,0.1654601861427094,12.244248460179149,0.16334199738795055
6.0,10.40625,0.0960960960960961,20.9063550998425,0.0956646909730844
