b,F,G,H,S,a_hat,a_H_dim,tau_mode_H,tau_mean_H,omega_0_dim,T_0,N_star,P_star,G_4,ell_1
0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.283083589536524,0.35329120389565033,2.83052617493235,5.6610523498647,0.05242805155845166,119.84395987278886,20.0,1.4238222760365966,-1.9920822050119444,-2.93984582191163
