parameter,label,factor,b,F,G,H,S,a_hat,a_H_dim,tau_mode_H,tau_mean_H,omega_0_dim,T_0,N_star,P_star,G_4,ell_1,a_H_ratio,tau_ratio,omega_ratio,P_star_ratio
eps,$\varepsilon$,1.04,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.1914108638862686,0.352669710962767,2.835514275581139,5.671028551162278,0.05339469388434149,117.67433896689482,20.0,1.4807751670780607,-1.9840456062923857,-2.9899774003416466,0.9982408479859383,1.0017622520833633,1.018437502389577,1.04
eps,$\varepsilon$,1.044,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.182630164207716,0.35260759603799435,2.8360137763233197,5.6720275526466395,0.053490099780164946,117.46445291750045,20.0,1.4864704561822069,-1.9832419379694064,-2.9949101987198485,0.9980650300655153,1.0019387213019153,1.0202572514168147,1.044
eps,$\varepsilon$,1.048,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.173916531379177,0.35254548737433794,2.83651340270365,5.6730268054073,0.05358528184652203,117.25580403170723,20.0,1.4921657452863533,-1.9824382691947449,-2.9998286784712422,0.9978892298673457,1.0021152349073201,1.0220727311748403,1.048
eps,$\varepsilon$,1.052,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.1652692003984466,0.35248338497487414,2.8370131547371584,5.674026309474317,0.0536802412851731,117.0483804981527,20.0,1.4978610343905,-1.9816346002366556,-3.004732910418497,0.9977134474001373,1.0022917929048876,1.0238839645857405,1.0520000000000003
eps,$\varepsilon$,1.056,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.1566874178542714,0.35242128884268087,2.837513032438841,5.675026064877682,0.05377497928662031,116.84217066249802,20.0,1.5035563234946463,-1.9808309313624988,-3.009622964725392,0.9975376826726022,1.0024683952999156,1.0256909743568663,1.0560000000000003
eps,$\varepsilon$,1.06,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.148170441707647,0.3523591989808364,2.8380130358236695,5.676026071647339,0.05386949703025583,116.63716302475652,20.0,1.5092516125987927,-1.9800272628387356,-3.014498910905456,0.9973619356934535,1.0026450420976936,1.0274937829836592,1.0600000000000003
eps,$\varepsilon$,1.064,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.1397175410780527,0.35229711539241976,2.8385131649065913,5.677026329813183,0.05396379568450762,116.43334623667727,20.0,1.5149469017029389,-1.9792235949309396,-3.019360817830482,0.9971862064714065,1.0028217333035023,1.029292412752432,1.064
eps,$\varepsilon$,1.068,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.131327996034496,0.3522350380805109,2.8390134197025243,5.678026839405049,0.054057876406982876,116.23070909918248,20.0,1.5206421908070853,-1.9784199279037917,-3.024208753738863,0.997010495015179,1.002998468922612,1.0310868857431053,1.068
eps,$\varepsilon$,1.072,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.123001097391228,0.35217296704819073,2.839513800226358,5.679027600452716,0.05415174034460889,116.02924055985788,20.0,1.5263374799112315,-1.9776162620210913,-3.0290427862438265,0.9968348013334918,1.003175248960283,1.0328772238318926,1.0719999999999998
eps,$\varepsilon$,1.076,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.1147361465080174,0.352110902298541,2.8400143064929564,5.680028612985913,0.05424538863377156,115.82892971049455,20.0,1.532032769015378,-1.9768125975457576,-3.03386298234151,0.9966591254350675,1.003352073421767,1.0346634486939452,1.076
eps,$\varepsilon$,1.08,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.106532455094862,0.35204884383464374,2.840514938517159,5.681029877034318,0.05433882240045179,115.62976578468042,20.0,1.5377280581195247,-1.9760089347398344,-3.038669408418908,0.9964834673286304,1.0035289423123062,1.0364455818059504,1.0800000000000003
eps,$\varepsilon$,1.084,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.0983893450206854,0.35198679165952496,2.8410156963142383,5.682031392628477,0.05443204276035482,115.43173815545093,20.0,1.543423347223671,-1.9752052738645258,-3.0434621302619886,0.9963078270227451,1.0037058556372966,1.0382236444486006,1.084
eps,$\varepsilon$,1.088,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.090306148128585,0.35192474577648947,2.8415165798971946,5.683033159794389,0.05452505081906866,115.23483633292118,20.0,1.5491186363278173,-1.9744016151799963,-3.0482412130615812,0.9961322045267663,1.0038828134013307,1.039997657709615,1.088
eps,$\varepsilon$,1.092,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.0822822060484363,0.35186270618832405,2.8420175892831896,5.684035178566379,0.05461784767213059,115.0390499621547,20.0,1.5548139254319635,-1.9735979589458679,-3.0530067214252217,0.9959565998485821,1.0040598156104719,1.041767642485007,1.092
eps,$\varepsilon$,1.096,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.0743168700240093,0.3518006728982653,2.842518724485734,5.685037448971468,0.05471043440523121,114.84436882078222,20.0,1.5605092145361101,-1.9727943054206194,-3.0577587193793767,0.9957810129973536,1.0042368622694935,1.0435336194829772,1.096
eps,$\varepsilon$,1.1,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.0664095007345944,0.3517386459093907,2.843019985519601,5.686039971039202,0.05480281209429178,114.65078281692844,20.0,1.5662045036402565,-1.9719906548619761,-3.0624972703800384,0.9956054439817918,1.0044139533836143,1.045295609225388,1.1
eps,$\varepsilon$,1.104,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.0585594681250328,0.35167662522478343,2.843521372399498,5.687042744798996,0.054894981805600436,114.45828198705351,20.0,1.571899792744403,-1.971187007526804,-3.06722243731903,0.9954298928106238,1.0045910889580305,1.0470536320503616,1.104
eps,$\varepsilon$,1.108,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.05076615123845,0.3516146108475294,2.8440228851400886,5.688045770280177,0.05498694459593344,114.26685649386417,20.0,1.5775950818485491,-1.9703833636711159,-3.071934282531097,0.995254359492584,1.0047682689979227,1.0488077081145937,1.108
eps,$\varepsilon$,1.112,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.043028938052617,0.35155260278071665,2.8445245237559993,5.689049047511999,0.05507870151267453,114.07649662426628,20.0,1.5832903709526955,-1.9695797235500794,-3.0766328678008765,0.9950788440364137,1.0049454935084583,1.0505578573956287,1.112
eps,$\varepsilon$,1.116,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.0353472253198235,0.3514906010274346,2.845026288261824,5.690052576523648,0.055170253593932225,113.88719278735793,20.0,1.5889856600568422,-1.968776087418017,-3.0813182543697564,0.9949033464508572,1.0051227624947934,1.052304099694098,1.1160000000000003
eps,$\varepsilon$,1.12,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.0277204184101882,0.35142860559077355,2.8455281786721294,5.691056357344259,0.05526160186865548,113.69893551246159,20.0,1.5946809491609886,-1.9679724555284155,-3.0859905029426176,0.9947278667446616,1.0053000759620738,1.0540464546359254,1.1200000000000003
eps,$\varepsilon$,1.124,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.020147931158321,0.35136661647382483,2.8460301950014517,5.692060390002903,0.05535274735674738,113.51171544719504,20.0,1.600376238265135,-1.9671688281339201,-3.0906496736944584,0.9945524049265774,1.0054774339154353,1.0557849416744964,1.1240000000000003
eps,$\varepsilon$,1.1280000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.012629185713235,0.3513046336796805,2.8465323372643008,5.6930646745286015,0.055443691069176994,113.32552335558012,20.0,1.6060715273692812,-1.9663652054863494,-3.0952958262769443,0.9943769610053564,1.0056548363600042,1.0575195800927908,1.1280000000000001
eps,$\varepsilon$,1.1320000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.005163612391241,0.3512426572113958,2.8470346054754643,5.6940692109509286,0.05553443400808656,113.14035011619404,20.0,1.6117668164734276,-1.9655615878367125,-3.0999290198250176,0.9942015349896467,1.0058322833010047,1.059250389005428,1.1320000000000001
eps,$\varepsilon$,1.136,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9977506495332273,0.3511806870721781,2.847536999648475,5.69507399929695,0.05562497716691511,112.95618672031975,20.0,1.6174621055775737,-1.9647579754351074,-3.1045493129622064,0.9940261268885268,1.0060097747432177,1.060977387361024,1.136
eps,$\varepsilon$,1.14,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.990389743361588,0.35111872326498245,2.84803951979889,5.69607903959778,0.055715321530472456,112.77302427022906,20.0,1.62315739468172,-1.9639543685309546,-3.1091567638090374,0.9938507367103611,1.0061873106921397,1.0627005939436036,1.14
eps,$\varepsilon$,1.144,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9830803478452763,0.35105676579301504,2.8485421659402097,5.697084331880419,0.05580546807508493,112.59085397735058,20.0,1.6288526837858666,-1.9631507673727162,-3.1137514299864364,0.9936753644642247,1.00636489115254,1.0644200273753794,1.1440000000000001
eps,$\varepsilon$,1.148,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9758219245623667,0.35099481465929233,2.8490449380874514,5.698089876174903,0.05589541776866303,112.40966716062661,20.0,1.634547972890013,-1.9623471722081467,-3.118333368624147,0.9935000101586557,1.0065425161297243,1.066135706118043,1.1480000000000001
eps,$\varepsilon$,1.152,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9686139425701892,0.35093286986703986,2.8495478362539144,5.699095672507829,0.05598517157083563,112.22945524476499,20.0,1.6402432619941594,-1.9615435832840769,-3.122902636364504,0.9933246738027844,1.006720185628391,1.0678476484753234,1.1520000000000001
eps,$\varepsilon$,1.156,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.961455878272571,0.3508709314190915,2.8500508604560575,5.700101720912115,0.05607473043300102,112.05020975868686,20.0,1.6459385510983056,-1.9607400008467322,-3.1274592893715205,0.9931493554046318,1.0068978996543547,1.0695558725939625,1.156
eps,$\varepsilon$,1.16,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9543472152981993,0.3508089993187915,2.850554010706172,5.701108021412344,0.05616409529849934,111.87192233375951,20.0,1.651633840202452,-1.9599364251412759,-3.1320033833317917,0.9929740549736642,1.007075658211958,1.0712603964670018,1.16
eps,$\varepsilon$,1.164,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9472874443718504,0.35074707356916024,2.851057287019161,5.702114574038322,0.056253267102641426,111.6945847023444,20.0,1.6573291293065981,-1.9591328564122361,-3.136534973464641,0.9927987725184306,1.007253461306466,1.0729612379343347,1.1639999999999997
eps,$\varepsilon$,1.168,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.940276063195113,0.35068515417329754,2.8515606894092573,5.703121378818515,0.056342246772837355,111.51818869617239,20.0,1.6630244184107448,-1.9583292949033058,-3.141054114525534,0.9926235080477053,1.0074313089429072,1.0746584146851572,1.168
eps,$\varepsilon$,1.172,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9333125763268988,0.35062324113430443,2.852064217890665,5.70412843578133,0.056431035228684236,111.34272624482716,20.0,1.6687197075148914,-1.9575257408573785,-3.1455608608119787,0.9924482615702657,1.0076092011262994,1.0763519442596428,1.1720000000000002
eps,$\varepsilon$,1.176,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9263964950668158,0.3505613344552821,2.8525678724775645,5.705135744955129,0.05651963338205875,111.16818937424463,20.0,1.6744149966190376,-1.956722194516563,-3.150055266168957,0.9922730330948898,1.0077871378616527,1.0780418440507067,1.176
eps,$\varepsilon$,1.18,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9195273373409232,0.3504994341393328,2.8530716531841063,5.7061433063682125,0.05660804213720854,110.99457020524015,20.0,1.680110285723184,-1.9559186561221804,-3.1545373839942403,0.9920978226303588,1.0079651191539662,1.0797281313057503,1.18
eps,$\varepsilon$,1.184,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9127046275897934,0.3504375401895588,2.8535755600244186,5.707151120048837,0.056696262390842,110.82186095206326,20.0,1.6858055748273302,-1.955115125914769,-3.1590072672436373,0.9919226301854535,1.0081431450082314,1.0814108231283732,1.184
eps,$\varepsilon$,1.188,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.9059278966588369,0.3503756526090619,2.854079593012613,5.708159186025226,0.05678429503221674,110.65005392097942,20.0,1.6915008639314768,-1.9543116041340878,-3.163464968436167,0.9917474557689537,1.0083212154294336,1.0830899364800604,1.188
eps,$\varepsilon$,1.192,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.8991966816908294,0.3503137714009417,2.8545837521627955,5.709167504325591,0.05687214094322673,110.47914150887776,20.0,1.6971961530356232,-1.9535080910191196,-3.167910539659151,0.9915722993896332,1.0084993304225567,1.0847654881818445,1.192
eps,$\varepsilon$,1.196,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.8925105260205928,0.3502518965682935,2.8550880374890877,5.710176074978175,0.05695980099848784,110.30911620190511,20.0,1.7028914421397696,-1.9527045868080777,-3.172344032573246,0.9913971610562528,1.0086774899925894,1.0864374949159374,1.196
eps,$\varepsilon$,1.2,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,1.8858689790727672,0.35019002811438865,2.855592449004152,5.711184898008304,0.05704727606543767,110.13997057409513,20.0,1.708586731243916,-1.951901091738328,-3.1767654984164064,0.9912220407780725,1.0088556941440054,1.088105973227635,1.2
beta,$\beta$,0.8,0.2834244590206495,0.9196705760288522,-0.566848918041299,-2.0,-0.0,1.3239093111751534,0.20486569853917674,4.881246627086128,9.762493254172256,0.04899887410293202,128.23121800677475,25.0,1.3804157753742474,-1.7886708007870107,-2.8243943436816847,0.5798777220609398,1.7245014973948407,0.9345926969706956,0.9695141020105563
beta,$\beta$,0.804,0.28201438708522336,0.9204678854769458,-0.5640287741704467,-2.0,-0.0,1.341476059126738,0.2075840298174488,4.817326269652866,9.634652539305732,0.049109658624692194,127.94194631237812,24.875621890547265,1.3816125283950476,-1.796656531627009,-2.8306042992301577,0.5875720298962263,1.7019189973638031,0.9367057741968569,0.9703546233599845
beta,$\beta$,0.808,0.2806182762580688,0.9212533830299502,-0.5612365525161376,-2.0,-0.0,1.3591057363468095,0.21031209895951433,4.754838190229383,9.509676380458766,0.04921789824447784,127.66057737714448,24.752475247524753,1.3827915518866625,-1.8043879862164434,-2.836533254266081,0.5952939010098679,1.6798425085551538,0.9387703105770611,0.9711826926432499
beta,$\beta$,0.812,0.27923592021738863,0.9220273008603481,-0.5584718404347773,-2.0,-0.0,1.376798530681653,0.21304993503327102,4.69373529658122,9.38747059316244,0.04932366488187697,127.38682987622482,24.630541871921178,1.3839531943375252,-1.8118736366368853,-2.842193121958379,0.6030434176793102,1.6582553936966866,0.9407876778881695,0.9719985546159227
beta,$\beta$,0.8160000000000001,0.2778671166869112,0.9227898654641025,-0.5557342333738224,-2.0,-0.0,1.394554633012136,0.21579756757619692,4.633972529124572,9.267945058249143,0.04942702812269955,127.12043482731687,24.509803921568626,1.3850977957156732,-1.8191216640617716,-2.8475952768504853,0.6108206635111579,1.6371417336337915,0.9427592033931245,0.9728024480494024
beta,$\beta$,0.8200000000000001,0.27651166733721894,0.9235412978263912,-0.5530233346744379,-2.0,-0.0,1.4123742367396128,0.2185550265157979,4.575506754257682,9.151013508515364,0.049528055299800165,126.86113494960779,24.39024390243902,1.3862256877175125,-1.8261399681894728,-2.8527505813324727,0.6186257232159997,1.616486289644376,0.9446861713825411,0.9735946059056336
beta,$\beta$,0.8240000000000001,0.27516937768995087,0.9242818135817252,-0.5503387553799017,-2.0,-0.0,1.4302575373157602,0.22132234209685267,4.5182966641587,9.0365933283174,0.04962681157131493,126.60868406084272,24.271844660194173,1.3873371940081567,-1.8329361764802905,-2.8576694107126,0.6264586824024734,1.5962744680383278,0.9465698246669791,0.9743752555059041
beta,$\beta$,0.8280000000000001,0.2738400570247821,0.925011623168664,-0.5476801140495642,-2.0,-0.0,1.4482047318128415,0.2240995448149145,4.462302682613244,8.924605365226489,0.049723359996345196,126.36284650999887,24.154589371980673,1.3884326304536496,-1.839517653185606,-2.862361676964539,0.6343196273890407,1.576492286887223,0.9484113660205162,0.9751446186939434
beta,$\beta$,0.8320000000000001,0.272523518289086,0.9257309319793382,-0.545047036578172,-2.0,-0.0,1.4662160185311113,0.22688666535555974,4.407486876467046,8.814973752934092,0.049817761608127425,126.1233966432271,24.038461538461537,1.3895123053454006,-1.8458915081602254,-2.8668368512229354,0.6422086450320286,1.5571263447413222,0.9502119595763722,0.9759029119935513
beta,$\beta$,0.8360000000000001,0.27121957801019086,0.926439940503974,-0.5424391560203817,-2.0,-0.0,1.4842915966410413,0.22968373453902463,4.353812872326378,8.707625744652756,0.04991007548474707,125.8901183008585,23.923444976076553,1.390576519617111,-1.852064605451362,-2.871103985095611,0.6501258225689226,1.5381637912005652,0.951972732175688,0.9766503467609526
beta,$\beta$,0.8400000000000001,0.2699280562101423,0.9271388444706142,-0.5398561124202846,-2.0,-0.0,1.5024316658557162,0.2324907832695111,4.301245778163888,8.602491556327776,0.0500003588174135,125.66280434354317,23.809523809523807,1.3916255670544964,-1.8580435716595614,-2.875171730859478,0.6580712474748751,1.5195922992186033,0.9536947746697864,0.9773871293320932
beta,$\beta$,0.8440000000000001,0.26864877632289047,0.9278278349802136,-0.5372975526457809,-2.0,-0.0,1.5206364261341194,0.23530784248927203,4.249752109497121,8.499504218994241,0.050088666976408715,125.44125620549868,23.696682464454973,1.3926597344980618,-1.8638348040690231,-2.8790483605991524,0.666045007332743,1.5014000390223174,0.9553791431780602,0.9781134611650549
beta,$\beta$,0.8480000000000001,0.2673815651138202,0.9285070986372839,-0.5347631302276404,-2.0,-0.0,1.5389060774097496,0.23813494313661687,4.199299719849618,8.398599439699236,0.0501750535747103,125.2252834732696,23.584905660377355,1.3936793020391993,-1.8694444785457491,-2.8827417843497054,0.6740471897142207,1.4835756535443387,0.9570268603015026,0.9788295389777828
beta,$\beta$,0.8520000000000001,0.26612625260154876,0.9291768176762567,-0.5322525052030975,-2.0,-0.0,1.5572408193447693,0.24097211610786762,4.14985773520935,8.2997154704187,0.05025957052939008,125.01470348827183,23.474178403755865,1.3946845432098567,-1.8748785572036266,-2.8862595672967997,0.6820778820721566,1.4661082352677883,0.9586389162938096,0.9795355548812954
beta,$\beta$,0.856,0.2648826719819154,0.929837170083721,-0.5297653439638308,-2.0,-0.0,1.5756408511058093,0.24381939222266624,4.101396492231255,8.20279298446251,0.050342268120817484,124.80934097169471,23.364485981308412,1.3956757251660157,-1.8801427958393593,-2.8896089460881997,0.6901371716423538,1.4489873043937773,0.9602162701906105,0.9802316965085484
beta,$\beta$,0.86,0.26365065955409256,0.9304883297166919,-0.5273013191081851,-2.0,-0.0,1.594106371161926,0.24667680219270993,4.0538874799373135,8.107774959874627,0.050423195049769616,124.60902767025856,23.255813953488374,1.396653108865211,-1.885242751138255,-2.892796844303898,0.6982251453550751,1.4322027882445574,0.9617598508987723,0.9809181471391115
beta,$\beta$,0.864,0.2624300546487495,0.9311304664170543,-0.524860109297499,-2.0,-0.0,1.6126375771008241,0.2495443765933128,4.0073032846968095,8.014606569393619,0.050502398492473975,124.41360202161341,23.14814814814815,1.3976169492383088,-1.8901837876534267,-2.8958298871334036,0.7063418897545475,1.4157450018255298,0.9632705582462703,0.981595085819816
beta,$\beta$,0.868,0.26122069955820226,0.9317637461223234,-0.5224413991164045,-2.0,-0.0,1.6312346654631682,0.252422145837767,3.961617538275366,7.923235076550732,0.05057992415367025,124.22290883810385,23.04147465437788,1.3985674953557594,-1.8949710845617531,-2.898714415302868,0.7144874909263904,1.3996046294714266,0.964749263994277,0.9822626874815182
beta,$\beta$,0.872,0.26002243946848574,0.9323883309728577,-0.5200448789369715,-2.0,-0.0,1.6498978315929689,0.2553101401541908,3.916804868761048,7.833609737522096,0.050655816317744684,124.03679900778921,22.93577981651376,1.3995049905885204,-1.8996096422003643,-2.901456498293959,0.7226620344320838,1.3837727075089352,0.9661968128124859,0.9829211230521223
beta,$\beta$,0.876,0.25883512239328715,0.9330043794156521,-0.5176702447865743,-2.0,-0.0,1.6686272695038886,0.2582083895648402,3.8728408541848878,7.7456817083697755,0.05073011789801817,123.85512921161663,22.831050228310502,1.4004296727638488,-1.9041042883878545,-2.9040619468924245,0.7308656052504092,1.3682406078712377,0.9676140232192212,0.9835705595659984
beta,$\beta$,0.88,0.2576585991096813,0.9336120463048365,-0.5153171982193626,-2.0,-0.0,1.6874231717572017,0.2611169238672246,3.829701978675615,7.65940395735123,0.050802870484201394,123.6777616558797,22.727272727272727,1.4013417743161511,-1.9084596845347612,-2.906536325105891,0.7390982877239969,1.3530000226078622,0.969001688486585,0.9842111602699299
beta,$\beta$,0.884,0.25649272309561033,0.9342114829989986,-0.5129854461912207,-2.0,-0.0,1.706285729355065,0.2640357726175908,3.7873655909812016,7.574731181962403,0.050874114388154236,123.50456381885621,22.624434389140273,1.4022415224330613,-1.9126803315481036,-2.9088849614811587,0.747360165512577,1.33804294923071,0.9703605775132621,0.9848430847257087
beta,$\beta$,0.888,0.2553373504690536,0.9348028374554437,-0.5106747009381072,-2.0,-0.0,1.725215131643836,0.26696496511596207,3.745809865221933,7.491619730443866,0.05094388868794174,123.33540821093221,22.52252252252252,1.4031291391969243,-1.9167705755349884,-2.911112959857505,0.7556513215506323,1.3233616768484604,0.9716914356648322,0.9854664889095046
beta,$\beta$,0.892,0.2541923399288336,0.9353862543215044,-0.5083846798576672,-2.0,-0.0,1.7442115662285755,0.26990453039290846,3.7050137637344167,7.410027527468833,0.05101223127027876,123.17017214732883,22.42152466367713,1.4040048417218514,-1.9207346133103937,-2.91322520958478,0.7639718380099513,1.3089487730396867,0.9729949855833492,0.9860815253081235
beta,$\beta$,0.896,0.25305755269700847,0.9359618750230008,-0.5061151053940169,-2.0,-0.0,1.7632752188975582,0.27285449719786486,3.6649570018808735,7.329914003761747,0.05107917887141589,123.00873753269518,22.321428571428573,1.4048688422864977,-1.9245764977143953,-2.915226395235545,0.7723217962665619,1.294797071420287,0.974271927967189,0.9866883430122625
beta,$\beta$,0.9,0.2519328524627995,0.9365298378499574,-0.503865704925599,-2.0,-0.0,1.782406273555478,0.27581489398879533,3.6256200147067617,7.251240029413523,0.05114476711651478,122.85099065688637,22.22222222222222,1.405721348462723,-1.9283001427441333,-2.9171210058389745,0.7807012768714764,1.2808996598639173,0.9755229423220857,0.9872870878068715
beta,$\beta$,0.904,0.25081810532800836,0.9370902780396682,-0.5016362106560167,-2.0,-0.0,1.8016049121660733,0.27878574892331465,3.5869839253335334,7.173967850667067,0.051209030557589776,122.69682200121918,22.123893805309734,1.4065625632402696,-1.9319093285058206,-2.9189133436609103,0.7891103595255603,1.2672498693354295,0.9767486876848206,0.9878779022587203
beta,$\beta$,0.908,0.24971317975387616,0.9376433278572083,-0.4994263595077523,-2.0,-0.0,1.8208713147004436,0.2817670898506907,3.5490305149898917,7.0980610299797835,0.05127200271002316,122.54612605470327,22.026431718061673,1.4073926851476126,-1.935407705992187,-2.9206075325569594,0.7975491230568953,1.2538412633031788,0.977949803319705,0.9884609258012749
beta,$\beta$,0.912,0.2486179465093416,0.9381891166734782,-0.4972358930186832,-2.0,-0.0,1.8402056590947997,0.28475894430530657,3.5117421945764837,7.0234843891529675,0.05133371608777097,122.39880113951861,21.929824561403507,1.4082119083691,-1.9387988016905628,-2.9222075259175933,0.8060176454022734,1.240667627693079,0.9791269093900882,0.9890362948169696
beta,$\beta$,0.916,0.24753227862065455,0.9387277710408667,-0.4950645572413091,-2.0,-0.0,1.8596081212129891,0.2877613395008616,3.4751019776824674,6.950203955364935,0.051394202237248506,122.2547492453493,21.83406113537118,1.4090204228585255,-1.9420860220269598,-2.9237171142303446,0.814516003590783,1.2277229613555942,0.9802806076046804,0.989604142716973
beta,$\beta$,0.92,0.2464560513223039,0.9392594147666179,-0.4929121026446078,-2.0,-0.0,1.8790788748156364,0.29077430232559603,3.439093454965098,6.878186909930196,0.05145349176997932,122.11387587198752,21.73913043478261,1.4098184144492476,-1.9452726576512949,-2.925139932277285,0.823044273730292,1.215001467014271,0.9814114818402928,0.9901646000185286
beta,$\beta$,0.924,0.2453891420092203,0.9397841689839788,-0.4907782840184406,-2.0,-0.0,1.8986180915345159,0.2937978593383256,3.4037007698154835,6.807401539630967,0.05151161439404159,121.97608987976835,21.645021645021647,1.410606064960985,-1.948361887568886,-2.9264794659876396,0.8316025309962233,1.202497542668664,0.9825200987416375,0.9907177944199604
beta,$\beta$,0.928,0.24433143019021505,0.9403021522212041,-0.4886628603804301,-2.0,-0.0,1.9182259408525788,0.2968320367653506,3.3689085952353333,6.7378171904706665,0.05156859894436926,121.84130334736665,21.551724137931032,1.4113835523033906,-1.951356783123248,-2.927739058962852,0.8401908496228064,1.190205773425095,0.983607008299284,0.9912638508734174
beta,$\beta$,0.932,0.24328279744261755,0.9408134804684943,-0.4865655948852351,-2.0,-0.0,1.9379025900869384,0.2998768604978231,3.3347021118598756,6.669404223719751,0.05162447341192015,121.70943143661765,21.459227467811157,1.4121510505765245,-1.9542603118352135,-2.9289219186930247,0.8488093028956251,1.1781209237323431,0.9846727444060054,0.9918028916554384
beta,$\beta$,0.936,0.24224312736807643,0.9413182672429339,-0.48448625473615287,-2.0,-0.0,1.957648204378172,0.30293235609009145,3.3010669870556915,6.602133974111383,0.05167926497180553,121.58039226385053,21.367521367521366,1.412908730168325,-1.9570753411030342,-2.9300311224775366,0.857457963146931,1.1662379299970924,0.9857178253933141,0.9923350364354103
beta,$\beta$,0.9400000000000001,0.24121230554948886,0.9418166236515,-0.4824246110989777,-2.0,-0.0,1.9774629466818803,0.30599854875839416,3.267989355039606,6.535978710079212,0.05173300001037018,121.45410677749378,21.27659574468085,1.4136567578491865,-1.9598046417683945,-2.931069623068208,0.8661369017519476,1.1545518935601122,0.9867427545479813,0.9928604023419924
beta,$\beta$,0.944,0.24019021950902497,0.9423086584522063,-0.48038043901804994,-2.0,-0.0,1.9973469777644868,0.30907546338020997,3.2354557979578193,6.470911595915639,0.05178570415129452,121.33049864153526,21.186440677966104,1.4143952968637337,-1.9624508915528,-2.9320402540472528,0.8748461891270293,1.14305807401168,0.9877480206099021,0.9933791040275727
beta,$\beta$,0.948,0.23917675866721477,0.9427944781134449,-0.47835351733442955,-2.0,-0.0,2.017300456201728,0.312163124494024,3.203453327874234,6.406906655748468,0.051837402280739533,121.20949412455681,21.09704641350211,1.4151245070198923,-1.9650166783689451,-2.9329457349546377,0.8835858947290006,1.1317518828282156,0.9887340982517037,0.9938912537308268
beta,$\beta$,0.952,0.2381718143030668,0.9432741868715855,-0.4763436286061336,-2.0,-0.0,2.0373235383807153,0.31526155629964703,3.171969369616157,6.343938739232314,0.05188811857158662,121.09102199400598,21.00840336134454,1.4158445447753483,-1.967504503511313,-2.933788676176522,0.8923560870560595,1.1206288773118191,0.9897014485410911,0.9943969613374393
