parameter,label,factor,b,F,G,H,S,a_hat,a_H_dim,tau_mode_H,tau_mean_H,omega_0_dim,T_0,N_star,P_star,G_4,ell_1,a_H_ratio,tau_ratio,omega_ratio,P_star_ratio
K,$K$,1.12,0.20244604215760675,0.9590156000147205,-0.4048920843152135,-2.0,-0.0,2.942910247713822,0.4553947604619799,2.1958970256608565,4.391794051321713,0.05337102916751381,117.72651577429338,20.0,1.439472238860437,-2.025162038708248,-2.9358591565869614,1.2890067894146817,0.7757911038266018,1.01798612729315,1.0109915142410921
K,$K$,1.124,0.20172559360900316,0.9593067848830953,-0.4034511872180063,-2.0,-0.0,2.9660457686557566,0.4589748203790977,2.1787687594148055,4.357537518829611,0.053395173058719096,117.67328294394547,20.0,1.4399093042579083,-2.025813868460002,-2.9354761628206454,1.2991402427179097,0.7697398380238891,1.0184466420459894,1.0112984805000327
K,$K$,1.1280000000000001,0.20101025462457406,0.9595948775357639,-0.4020205092491481,-2.0,-0.0,2.9892558724384224,0.4625664214687388,2.161851690022818,4.323703380045636,0.05341894408711167,117.62091921797315,20.0,1.4403417282724185,-2.0264448411439893,-2.935083792949784,1.3093063636120543,0.7637631862120077,1.018900044903543,1.0116021869539829
K,$K$,1.1320000000000001,0.2002999710393282,0.9598799216016443,-0.4005999420786564,-2.0,-0.0,3.012540636900425,0.4661695757758824,2.1451421370337647,4.290284274067529,0.053442349611806016,117.56940615110156,20.0,1.4407695763905097,-2.0270555437012523,-2.934682496909427,1.3195051861907447,0.7578598481199468,1.0193464762317843,1.0119026795964228
K,$K$,1.136,0.1995946894511616,0.9601619599428943,-0.3991893789023232,-2.0,-0.0,3.035900138657439,0.4697842951562681,2.1286365046906517,4.257273009381303,0.05346539681723883,117.51872577804755,20.0,1.441192912947827,-2.027646545533859,-2.934272707898233,1.3297367440119614,0.7520285533983895,1.0197860730649249,1.012200003612518
K,$K$,1.14,0.1988943572074733,0.960441034671026,-0.3977887144149466,-2.0,-0.0,3.059334453131737,0.4734105912809643,2.112331279480206,4.224662558960412,0.053488092718057184,117.46886059854644,20.0,1.4416118011533026,-2.0282183990712155,-2.933854843000625,1.34000107011097,0.7462680607540013,1.0202189691986492,1.0124942033961046
K,$K$,1.144,0.1981989223920626,0.9607171871626251,-0.3963978447841252,-2.0,-0.0,3.0828436545655507,0.477048475638437,2.0962230277786627,4.192446055557325,0.053510444163714296,117.41979356322081,20.0,1.4420263031127523,-2.0287716403194676,-2.933429303795972,1.3502981970061734,0.740577157117709,1.0206452952777747,1.0127853225662609
K,$K$,1.148,0.1975083338122993,0.9609904580746893,-0.3950166676245986,-2.0,-0.0,3.106427816043222,0.4806979595379763,2.080308393572446,4.160616787144892,0.053532457843002416,117.37150805977618,20.0,1.4424364798518987,-2.029306789390256,-2.9329964769370673,1.3606281567088134,0.7349546568394357,1.0210651788827105,1.0130734039834783
K,$K$,1.152,0.19682254098656216,0.961260887359593,-0.3936450819731243,-2.0,-0.0,3.1300870095109317,0.4843590541127501,2.0645840962585122,4.1291681925170245,0.05355414028842714,117.32398789972471,20.0,1.4428423913388315,-2.0298243510114933,-2.9325567347072847,1.3709909807316136,0.729399400910983,1.0214787446128912,1.0133584897654362
K,$K$,1.156,0.19614149413193738,0.9615285142796912,-0.39228298826387475,-2.0,-0.0,3.153821305795377,0.48803177032269396,2.049046928520217,4.098093857040434,0.05357549788044028,117.27721730559027,20.0,1.443244096505929,-2.0303248150206445,-2.9321104355564196,1.381386700096958,0.723910256215592,1.0218861141675146,1.0136406213023972
K,$K$,1.16,0.19546514415217206,0.9617933774215706,-0.3909302883043441,-2.0,-0.0,3.177630774622928,0.49171611895747575,2.033693754274672,4.067387508549344,0.05359653685154955,117.23118089854587,20.0,1.4436416532712484,-2.0308086568408346,-2.9316579246149157,1.3918153453452842,0.7184861148027637,1.0222874064239285,1.013919839272231
K,$K$,1.164,0.19479344262587592,0.9620555147099595,-0.38958688525175184,-2.0,-0.0,3.2015154846382288,0.4954121106393734,2.0185215066894733,4.0370430133789466,0.05361726329030024,117.1858636864866,20.0,1.4440351185594045,-2.0312763379406222,-2.931199534188176,1.4022769465432277,0.713125893187586,1.0226827375135759,1.0141961836550788
K,$K$,1.168,0.1941263417949654,0.9623149634213043,-0.3882526835899308,-2.0,-0.0,3.225475503422539,0.49911975582611395,2.0035271862658655,4.007054372531731,0.053637683145135874,117.14125105251449,20.0,1.4444245483219478,-2.0317283062779743,-2.930735584231545,1.4127715332916588,0.7078285316735324,1.0230722208956327,1.0144696937476638
K,$K$,1.172,0.19346379455334434,0.9625717601970214,-0.3869275891066887,-2.0,-0.0,3.24951089751178,0.5028390648136654,1.9887078589857874,3.977415717971575,0.05365780222814143,117.0973287438206,20.0,1.444809997557255,-2.0321649967290107,-2.9302663828068,1.4232991347335842,0.70259299369783,1.0234559674284047,1.0147404081772626
K,$K$,1.176,0.192805754435816,0.9628259410564358,-0.385611508871632,-2.0,-0.0,3.2736217324142993,0.5065700477389858,1.974060654520296,3.948121309040592,0.0536776262186735,117.05408286094769,20.0,1.4451915203299517,-2.0325868315021074,-2.9297922265209224,1.4338597795619294,0.6974182651985109,1.023834085438569,1.0150083649153456
K,$K$,1.18,0.19215217560721998,0.9630775414094122,-0.38430435121443995,-2.0,-0.0,3.2978080726288432,0.510312714582805,1.9595827644967225,3.919165528993445,0.05369716066688483,117.01149984741078,20.0,1.445569169789868,-2.0329942205377427,-2.929313400947485,1.4444534960274111,0.6923033540022138,1.0242066807883992,1.0152736012908907
K,$K$,1.184,0.1915030128517902,0.9633265960686871,-0.3830060257035804,-2.0,-0.0,3.3220699816590304,0.5140670751718633,1.945271440824486,3.890542881648972,0.0537164109971168,116.9695664797269,20.0,1.4459429981905527,-2.033387561895393,-2.9288301810341317,1.455080311944875,0.687247289232709,1.024573856940473,1.015536154003386
K,$K$,1.188,0.19085822156272692,0.963573139261913,-0.38171644312545383,-2.0,-0.0,3.346407522036272,0.5178331391824589,1.9311239940703162,3.8622479881406324,0.053735382511261164,116.92826985762757,20.0,1.4463130569073486,-2.033767242125548,-2.928342831487992,1.4657402547033365,0.6822491207368787,1.0249357150217946,1.015796059135525
K,$K$,1.192,0.19021775773197952,0.9638172046434179,-0.38043551546395904,-2.0,-0.0,3.370820755329558,0.5216109161419618,1.9171377918936032,3.8342755837872065,0.053754080391917564,116.88759739482629,20.0,1.4466793964550448,-2.034133636631628,-2.927851607155541,1.4764333512702656,0.6773079185319398,1.025292353884018,1.0160533521656046
K,$K$,1.196,0.18958157794023375,0.9640588253056911,-0.3791631558804675,-2.0,-0.0,3.395309742165836,0.5254004154319679,1.9033102575258358,3.8066205150516716,0.05377250970554445,116.84753680990514,20.0,1.4470420665051171,-2.0344871100175745,-2.9273567533801415,1.4871596282005157,0.6724227722682428,1.025643870163549,1.016308067979633
K,$K$,1.2,0.18894963934709963,0.964298033790601,-0.37789927869419926,-2.0,-0.0,3.419874542245067,0.5292016462906284,1.8896388683016632,3.7792777366033263,0.05379067540547638,116.80807611759232,20.0,1.4474011159025642,-2.034828016424651,-2.926858506349435,1.4979191116429147,0.6675927907103089,1.0259903583390952,1.0165602408831547
eps,$\varepsilon$,0.8,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.87903126815617,0.3564079484226322,2.805773564887475,5.61154712977495,0.047207186944802304,133.09806649835528,20.0,1.1390578208292774,-2.0322541668430483,-2.6646544892200485,1.0088220269641992,0.9912551205976866,0.9004184886056913,0.8
eps,$\varepsilon$,0.804,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.8642054925569984,0.35634546342993706,2.8062655558308105,5.612531111661621,0.04731876062598259,132.78423238603398,20.0,1.1447531099334238,-2.031451052991431,-2.67060751604762,1.0086451615568353,0.9914289366703634,0.9025466180681393,0.8040000000000002
eps,$\varepsilon$,0.808,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.8495265554269573,0.35628298451527834,2.806757671463026,5.613515342926052,0.04743001013175399,132.47278020236067,20.0,1.15044839903757,-2.030647920789553,-2.6765403240454133,1.0084683133535124,0.9916027967945246,0.9046685642870899,0.8079999999999999
eps,$\varepsilon$,0.812,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.834992286763498,0.35622051168168295,2.807249911800687,5.614499823601374,0.047540937750103526,132.16368049378463,20.0,1.1561436881417166,-2.02984477056741,-2.6824530474996546,1.0082914823627984,0.9917767009760229,0.9067843709030551,0.8120000000000002
eps,$\varepsilon$,0.8160000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.8206005591131444,0.3561580449321778,2.8077422768603397,5.6154845537206795,0.04765154574116529,131.85690431342417,20.0,1.161838977245863,-2.0290416026538365,-2.688345819071179,1.0081146685932612,0.9919506492207038,0.908894081025287,0.8160000000000002
eps,$\varepsilon$,0.8200000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.8063492865337127,0.35609558426979077,2.8082347666585052,5.6164695333170105,0.04776183633769574,131.5524232099221,20.0,1.1675342663500095,-2.028238417376505,-2.6942187698230806,1.007937872053471,0.9921246415344039,0.9109977372408434,0.8200000000000002
eps,$\varepsilon$,0.8240000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.792236423586762,0.35603312969755113,2.8087273812116766,5.617454762423353,0.04787181174553859,131.2502092165991,20.0,1.1732295554541559,-2.0274352150619315,-2.7000720292477642,1.0077610927520027,0.9922986779229505,0.9130953816234548,0.8240000000000002
eps,$\varepsilon$,0.8280000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.7782599643592336,0.35597068121848824,2.809220120536327,5.618440241072654,0.04798147414407944,130.9502348408961,20.0,1.178924844558302,-2.026631996035482,-2.705905725293419,1.0075843306974304,0.9924727583921629,0.9151870557421962,0.8280000000000001
eps,$\varepsilon$,0.8320000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.7644179415133303,0.355908238835633,2.8097129846489004,5.619425969297801,0.04809082568669075,130.6524730540959,20.0,1.1846201336624487,-2.025828760621378,-2.71171998438991,1.0074075858983333,0.9926468829478509,0.917272800669974,0.8320000000000002
eps,$\varepsilon$,0.8360000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.7507084253636584,0.35584580255201664,2.8102059735658185,5.620411947131637,0.04819986850116706,130.35689728131626,20.0,1.190315422766595,-2.0250255091426963,-2.7175149314741103,1.0072308583632918,0.9928210515958161,0.9193526569918276,0.8360000000000002
eps,$\varepsilon$,0.8400000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.737129522980744,0.3557833723706718,2.810699087303476,5.621398174606952,0.04830860469015098,130.06348139176504,20.0,1.1960107118707413,-2.0242222419213793,-2.7232906900147036,1.0070541481008894,0.9929952643418506,0.9214266648130546,0.8400000000000001
eps,$\varepsilon$,0.8440000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.7236793773200354,0.3557209482946313,2.8111923258782463,5.622384651756493,0.04841703633154997,129.77219968925021,20.0,1.2017060009748877,-2.0234189592782412,-2.7290473820364514,1.0068774551197108,0.993169521191739,0.9234948637671603,0.8440000000000001
eps,$\varepsilon$,0.8480000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.7103561663755698,0.3556585303269297,2.8116856893064717,5.623371378612943,0.04852516547894447,129.48302690293596,20.0,1.207401290079034,-2.022615661532967,-2.7347851281439324,1.0067007794283453,0.9933438221512548,0.9255572930236422,0.8480000000000001
eps,$\varepsilon$,0.8520000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.697158102357461,0.3555961184706017,2.8121791776044747,5.624358355208949,0.048632994161987145,129.19593817833845,20.0,1.2130965791831803,-2.021812349004122,-2.7405040475448024,1.0065241210353828,0.9935181672261647,0.9276139912956056,0.852
eps,$\varepsilon$,0.856,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.6840834308924504,0.3555337127286814,2.8126727907885645,5.625345581577129,0.04874052438679376,128.91090906855354,20.0,1.2187918682873269,-2.0210090220091557,-2.74620425807256,1.0063474799494114,0.9936925564222305,0.9296649968472182,0.8560000000000001
eps,$\varepsilon$,0.86,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.6711304302468193,0.3554713131042078,2.8131665288749925,5.626333057749985,0.0488477581363264,128.62791552570755,20.0,1.224487157391473,-2.020205680864402,-2.751885876208799,1.006170856179033,0.9938669897451938,0.9317103475010201,0.86
eps,$\varepsilon$,0.864,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.65829741057079,0.3554089196002177,2.8136603918800116,5.627320783760023,0.04895469737076771,128.3469338926291,20.0,1.2301824464956195,-2.019402325885091,-2.757549017105069,1.0059942497328433,0.9940414672007966,0.9337500806450619,0.864
eps,$\varepsilon$,0.868,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.6455827131638974,0.355346532219749,2.8141543798198443,5.628308759639689,0.04906134402788814,128.06794089472984,20.0,1.235877735599766,-2.0185989573853527,-2.76319379460423,1.0058176606194411,0.99421598879477,0.9357842332399097,0.8680000000000002
eps,$\varepsilon$,0.872,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.6329847097605605,0.3552841509658412,2.814648492710684,5.629296985421368,0.04916770002340546,127.79091363209142,20.0,1.2415730247039123,-2.017795575678215,-2.7688203212613636,1.00564108884743,0.9943905545328351,0.9378128418255014,0.872
eps,$\varepsilon$,0.876,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.6205018018352106,0.35522177584153414,2.8151427305687027,5.630285461137405,0.04927376725133664,127.51582957175135,20.0,1.247268313808059,-2.016992181075617,-2.774428708364292,1.0054645344254143,0.9945651644207053,0.9398359425278597,0.8760000000000002
eps,$\varepsilon$,0.88,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.608132419926387,0.3551594068498686,2.815637093410046,5.631274186820092,0.04937954758434276,127.24266654018223,20.0,1.252963602912205,-2.016188773888409,-2.7800190659536463,1.0052879973620006,0.9947398184640849,0.9418535710656699,0.88
eps,$\varepsilon$,0.884,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.5958750229791794,0.35509704399388653,2.8161315812508323,5.632263162501665,0.049485042874066826,126.97140271595799,20.0,1.2586588920163515,-2.0153853544263582,-2.785591502842535,1.0051114776658,0.9949145166686679,0.9438657627567238,0.8840000000000001
eps,$\varepsilon$,0.888,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.583728097705437,0.35503468727663035,2.816626194107157,5.633252388214314,0.04959025495146466,126.70201662260281,20.0,1.2643541811204977,-2.0145819229981528,-2.7911461266358204,1.0049349753454235,0.9950892590401411,0.945872552524231,0.8879999999999999
eps,$\varepsilon$,0.892,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.571690157961198,0.3549723367011436,2.8171209319950887,5.6342418639901775,0.049695185627129226,126.43448712161599,20.0,1.2700494702246443,-2.0137784799114082,-2.7966830437489985,1.0047584904094862,0.9952640455841814,0.9478739749030043,0.8920000000000001
eps,$\varepsilon$,0.896,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.559759744140792,0.35490999227047043,2.8176157949306715,5.635231589861343,0.049799836691608305,126.16879340566906,20.0,1.275744759328791,-2.0129750254726715,-2.802202359426707,1.0045820228666045,0.9954388763064568,0.94987006404552,0.8960000000000002
eps,$\varepsilon$,0.9,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.5479354225870994,0.35484765398765594,2.8181107829299243,5.636221565859849,0.04990420991571597,125.90491499196881,20.0,1.2814400484329371,-2.0121715599874204,-2.8077041777608467,1.0044055727253978,0.9956137512126266,0.9518608537278583,0.9000000000000001
eps,$\varepsilon$,0.904,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.53621578501747,0.35478532185574635,2.818605896008838,5.637211792017676,0.05000830705083773,125.64283171578253,20.0,1.2871353375370835,-2.011368083760078,-2.8131886017083727,1.0042291399944883,0.9957886703083406,0.9538463773555236,0.9040000000000001
eps,$\varepsilon$,0.908,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.5245994479648104,0.3547229958777881,2.8191011341833834,5.638202268366767,0.050112129829229614,125.38252372412045,20.0,1.2928306266412297,-2.0105645970940103,-2.818655733108704,1.0040527246824993,0.9959636335992408,0.9558266679691492,0.908
eps,$\varepsilon$,0.912,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.5130850522333885,0.35466067605682916,2.8195964974694987,5.639192994938997,0.050215679964311484,125.12397146957036,20.0,1.2985259157453763,-2.0097611002915325,-2.824105672700804,1.003876326798058,0.9961386410909582,0.9578017582500921,0.9120000000000001
eps,$\varepsilon$,0.916,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.5016712623688866,0.35459836239591774,2.8200919858831033,5.640183971766207,0.050318959150954405,124.86715570428115,20.0,1.3042212048495225,-2.0089575936539137,-2.829538520139922,1.0036999463497922,0.9963136927891169,0.9597716805259138,0.916
eps,$\varepsilon$,0.92,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.4903567661422863,0.35453605489810336,2.820587599440086,5.641175198880172,0.05042196906576254,124.61205747408994,20.0,1.3099164939536692,-2.0081540774813806,-2.8349543740140097,1.003523583346334,0.9964887886993303,0.9617364667757573,0.9200000000000002
eps,$\varepsilon$,0.924,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.4791402740471553,0.3544737535664361,2.8210833381563134,5.642166676312627,0.05052471136734946,124.3586581127896,20.0,1.3156117830578156,-2.007350552073122,-2.840353331859813,1.0033472377963168,0.996663928827204,0.9636961486356177,0.9240000000000002
eps,$\varepsilon$,0.928,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.4680205188099356,0.35441145840396704,2.821579202047624,5.643158404095248,0.050627187696609115,124.10693923653237,20.0,1.3213070721619617,-2.0065470177272946,-2.845735490178662,1.0031709097083765,0.9968391131783334,0.9656507574035099,0.928
eps,$\varepsilon$,0.932,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.456996254912846,0.354349169413748,2.822075191129832,5.644150382259664,0.050729399676981604,123.85688273836548,20.0,1.3270023612661082,-2.0057434747410308,-2.85110094445195,1.0029945990911513,0.9970143417583058,0.9676003240445386,0.932
eps,$\varepsilon$,0.936,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.446066258129013,0.3542868865988318,2.822571305418724,5.645142610837448,0.05083134891471374,123.608470782896,20.0,1.3326976503702546,-2.0049399234104315,-2.8564497891563043,1.0028183059532825,0.9971896145726984,0.9695448791958677,0.936
eps,$\varepsilon$,0.9400000000000001,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.4352293250694728,0.3542246099622719,2.823067544930063,5.646135089860126,0.05093303699911473,123.36168580108024,20.0,1.3383929394744012,-2.004136364030582,-2.8617821177784886,1.002642030303413,0.9973649316270798,0.9714844531715974,0.9400000000000003
eps,$\varepsilon$,0.944,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.4244842727416898,0.35416233950712267,2.8235639096795855,5.647127819359171,0.05103446550280692,123.11651048513495,20.0,1.344088228578547,-2.0033327968955543,-2.8670980228300107,1.0024657721501882,0.9975402929270101,0.9734190759675468,0.9439999999999998
eps,$\varepsilon$,0.948,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.413829938119252,0.3541000752364392,2.824060399683003,5.648120799366006,0.05113563598197178,122.87292778356695,20.0,1.3497835176826938,-2.0025292222984086,-2.8723975958614525,1.0022895315022555,0.9977156984780395,0.9753487772659456,0.9480000000000002
eps,$\varepsilon$,0.952,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.4032651777224188,0.3540378171532778,2.8245570149559986,5.649114029911997,0.05123654997659129,122.63092089631752,20.0,1.35547880678684,-2.001725640531195,-2.8776809274765163,1.002113308368266,0.9978911482857091,0.9772735864400383,0.952
eps,$\varepsilon$,0.956,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.3927888672091893,0.3539755652606953,2.825053755514231,5.650107511028462,0.051337209010684656,122.39047327001914,20.0,1.3611740958909864,-2.0009220518849684,-2.882948107345846,1.0019371027568722,0.998066642355551,0.9791935325585992,0.956
eps,$\varepsilon$,0.96,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.382399900976601,0.3539133195617492,2.825550621373335,5.65110124274667,0.05143761459254072,122.15156859336065,20.0,1.3668693849951328,-2.000118456649779,-2.88819922422054,1.0017609146767283,0.9982421806930883,0.9811086443903658,0.96
eps,$\varepsilon$,0.964,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.3720971917719553,0.3538510800594984,2.826047612548914,5.652095225097828,0.05153776821494596,121.91419079255864,20.0,1.372564674099279,-1.9993148551146886,-2.893434365945453,1.0015847441364927,0.9984177633038341,0.9830189504083872,0.9639999999999999
eps,$\varepsilon$,0.968,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.361879670313676,0.353788846757002,2.8265447290565513,5.653089458113103,0.05163767135540829,121.67832402693183,20.0,1.3782599632034258,-1.9985112475677669,-2.8986536194722237,1.001408591144824,0.9985933901932937,0.9849244787942923,0.9680000000000002
eps,$\varepsilon$,0.972,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.3517462849215387,0.3537266196573205,2.8270419709118,5.6540839418236,0.05173732547637662,121.44395268457592,20.0,1.383955252307572,-1.9977076342961022,-2.9038570708720814,1.0012324557103855,0.998769061366962,0.9868252574424788,0.9720000000000001
eps,$\varepsilon$,0.976,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.3416960011559804,0.35366439876351474,2.82753933813019,5.65507867626038,0.05183673202545651,121.2110613781358,20.0,1.3896505414117184,-1.9969040155857984,-2.9090448053483957,1.0010563378418407,0.9989447768303251,0.9887213139642259,0.9760000000000001
eps,$\varepsilon$,0.98,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.3317278014662537,0.35360218407864663,2.828036830727223,5.656073661454446,0.051935892435621724,120.9796349406732,20.0,1.3953458305158646,-1.9961003917219844,-2.914216907249017,1.0008802375478563,0.9991205365888601,0.990612675691729,0.98
eps,$\varepsilon$,0.984,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.321840684847157,0.3535399756057787,2.828534448718378,5.657068897436756,0.05203480812542203,120.74965842162652,20.0,1.401041119620011,-1.9952967629888194,-2.9193734600783814,1.000704154837101,0.9992963406480353,0.992499369682064,0.984
eps,$\varepsilon$,0.988,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.3120336665041092,0.3534777733479752,2.829032192119098,5.658064384238196,0.052133480499187146,120.52111708286102,20.0,1.4067364087241576,-1.9944931296694908,-2.924514546509388,1.0005280897182482,0.9994721890133069,0.9943814227210771,0.9880000000000001
eps,$\varepsilon$,0.992,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.3023057775263105,0.3534155773082998,2.8295300609448133,5.659060121889627,0.05223191094722696,120.29399639480673,20.0,1.412431697828304,-1.993689492046225,-2.929640248395079,1.00035204219997,0.999648081690126,0.9962588613272033,0.9920000000000001
eps,$\varepsilon$,0.996,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.2926560645678418,0.35335338748982387,2.8300280552108723,5.660056110421745,0.052330100846028633,120.06828203268066,20.0,1.4181269869324504,-1.9928858504002815,-2.9347506467800617,1.0001760122909595,0.999824018683915,0.9981317117552266,0.9960000000000001
eps,$\varepsilon$,1.0,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.283083589536524,0.35329120389565033,2.83052617493235,5.6610523498647,0.05242805155845166,119.84395987278886,20.0,1.4238222760365966,-1.9920822050119444,-2.93984582191163,1.0,1.0,1.0,1.0
eps,$\varepsilon$,1.004,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.2735874292882525,0.3532290265286334,2.831024420126295,5.66204884025259,0.05252576443389615,119.62101598896282,20.0,1.429517565140743,-1.9912785561607351,-2.9449258532523257,0.9998240053351702,1.000176025644404,1.0018637517996554,1.004
eps,$\varepsilon$,1.008,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.264166675335385,0.3531668553921548,2.8315227908055096,5.663045581611019,0.05262324080854797,119.39943664889151,20.0,1.4352128542448892,-1.9904749041248238,-2.9499908194866116,0.9996480283060423,1.00035209562165,1.0037229926402795,1.0079999999999998
eps,$\varepsilon$,1.012,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.2548204335507527,0.35310469048913146,2.8320212869865005,5.664042573973001,0.05272048200548652,119.17920831083651,20.0,1.440908143349036,-1.9896712491817954,-2.95504079853688,0.9994720689208725,1.0005282099375699,1.0055777477579695,1.0120000000000002
eps,$\varepsilon$,1.016,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.245547823888913,0.35304253182263473,2.832519908684517,5.665039817369034,0.0528174893349112,118.96031762014366,20.0,1.4466034324531825,-1.9888675916081784,-2.960075867570596,0.9992961271883547,1.0007043685975505,1.0074280421431523,1.0160000000000002
eps,$\varepsilon$,1.02,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.2363479801090596,0.3529803793957365,2.8330186559147843,5.666037311829569,0.05291426409430645,118.74275140596077,20.0,1.4522987215573286,-1.9880639316795652,-2.9650961030114056,0.9991202031171836,1.0008805716069713,1.009273900543733,1.02
eps,$\varepsilon$,1.024,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.227220049505401,0.352918233211509,2.8335175286925045,5.667035057385009,0.05301080756861506,118.52649667800068,20.0,1.457994010661475,-1.9872602696706174,-2.9701015805492523,0.9989442967160556,1.0010568189712028,1.0111153474684003,1.024
eps,$\varepsilon$,1.028,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.2181631926438343,0.3528560932730248,2.834016527032858,5.668033054065716,0.053107121030408586,118.31154062337328,20.0,1.4636892997656212,-1.986456605855072,-2.9750923751503118,0.9987684079936674,1.0012331106956083,1.0129524071898768,1.028
eps,$\varepsilon$,1.032,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.2091765831047407,0.3527939595833569,2.8345156509510008,5.6690313019020016,0.05320320574005477,118.09787060348513,20.0,1.4693845888697679,-1.9856529405057417,-2.980068561066742,0.9985925369587172,1.0014094467855421,1.0147851037481126,1.032
eps,$\varepsilon$,1.036,0.22673956721651956,0.9485891686584654,-0.4534791344330391,-2.0,-0.0,2.200259407231746,0.3527318321455795,2.8350149004620597,5.6700298009241195,0.053299062945882124,117.8854741510052,20.0,1.4750798779739143,-1.9848492738945203,-2.9850302118462766,0.9984166836199069,1.0015858272463483,1.0166134609534245,1.036
