growth_law,a_exp,critical_mean_exp,a_humped,critical_mode_humped,critical_mean_humped,exp_positive_threshold
1-n,0.5,2.0,1.5397978117457194,0.649435914489492,1.298871828978984,True
1-n^2,1.0,1.0,2.524555833831924,0.3961092825117436,0.7922185650234872,True
1-n^3,1.9583333333333335,0.5106382978723404,4.299828589618002,0.2325674103415458,0.4651348206830916,True
(1-n)^2,,,0.5957439419765981,1.6785735104282131,3.3571470208564262,False
