time_days,phase,N,P,Q,R
0.0,0.0,65.3630272495155,0.6767818669056092,51.244452169460786,60.21375357290569
0.05458476841883228,0.00033344448149383126,65.36281530947815,0.6779387119664787,51.33239327880942,60.26409809185813
0.10916953683766456,0.0006668889629876625,65.36218082743399,0.6791007874481373,51.419964369624104,60.31394624217751
0.16375430525649684,0.0010003334444814939,65.36112580082819,0.6802680996962543,51.50716421013342,60.36329875546884
0.21833907367532912,0.001333777925975325,65.35965221417362,0.6814406550261844,51.59399158782267,60.412156375650184
0.27292384209416143,0.0016672224074691564,65.35776203898357,0.6826184597228011,51.68044530936479,60.46051985870548
0.3275086105129937,0.0020006668889629878,65.35545723370846,0.6838015200403285,51.766524200549476,60.50838997243917
0.38209337893182593,0.0023341113704568187,65.35273974367689,0.6849898422021712,51.85222710621068,60.5557674962326
0.43667814735065824,0.00266755585195065,65.34961150104046,0.6861834324007418,51.93755289015241,60.602653220802274
0.49126291576949055,0.0030010003334444814,65.34607442472269,0.6873822967972851,52.02250043507292,60.64904794795996
0.5458476841883229,0.003334444814938313,65.34213042037179,0.688586441521702,52.10706864248725,60.69495249037462
0.600432452607155,0.0036678892964321437,65.33778138031714,0.6897958726723693,52.191256432648295,60.740367671336244
0.6550172210259874,0.0040013337779259755,65.33302918352959,0.6910105963159584,52.275062744466275,60.78529432452161
0.7096019894448197,0.004334778259419807,65.32787569558535,0.6922306184872508,52.35848653542673,60.829733293761926
0.7641867578636519,0.004668222740913637,65.32232276863344,0.693455945188952,52.44152678150705,60.87368543281243
0.8187715262824842,0.005001667222407469,65.31637224136671,0.6946865823915029,52.524182477091614,60.91715160512394
0.8733562947013165,0.0053351117039013,65.3100259389962,0.695922536032888,52.606452634885486,60.96013268361635
0.9279410631201488,0.0056685561853951315,65.30328567322894,0.697163812018443,52.68833628582677,61.002629550454174
0.9825258315389811,0.006002000666888963,65.29615324224898,0.698410416220658,52.76983247899765,61.044643096823954
1.0371105999578134,0.006335445148382794,65.2886304307017,0.6996623544789798,52.8509402815341,61.08617422271383
1.0916953683766457,0.006668889629876626,65.28071900968122,0.7009196325996114,52.93165877853439,61.12722383669501
1.1462801367954778,0.007002334111370456,65.27242073672087,0.7021822563553085,53.01198707296627,61.16779285570533
1.20086490521431,0.0073357785928642874,65.26373735578684,0.7034502314851743,53.09192428557307,61.2078822048348
1.2554496736331424,0.007669223074358119,65.25467059727451,0.7047235636944515,53.17146955477849,61.2474928171133
1.3100344420519747,0.008002667555851951,65.24522217800796,0.7060022586543124,53.25062203659042,61.28662563330016
1.364619210470807,0.008336112037345782,65.23539380124207,0.7072863220016455,53.32938090450351,61.32528160167602
1.4192039788896393,0.008669556518839614,65.2251871566675,0.7085757593388408,53.40774534940074,61.36346167783654
1.4737887473084716,0.009003001000333445,65.21460392041837,0.7098705762335712,53.48571457945393,61.4011668244884
1.5283735157273037,0.009336445481827275,65.20364575508246,0.7111707782185738,53.56328782002326,61.43839801124718
1.582958284146136,0.009669889963321106,65.19231430971413,0.7124763707914256,53.64046431355574,61.47515621443749
1.6375430525649683,0.010003334444814937,65.18061121984965,0.7137873594143193,53.71724331948282,61.51144241689513
1.6921278209838007,0.010336778926308769,65.16853810752502,0.7151037495138352,53.793624114117,61.54725760777129
1.746712589402633,0.0106702234078026,65.15609658129615,0.7164255464807112,53.869605990547605,61.582602782338995
1.8012973578214653,0.011003667889296432,65.14328823626141,0.71775275566961,53.94518825853563,61.617478941801465
1.8558821262402976,0.011337112370790263,65.13011465408648,0.7190853823988836,54.02037024440786,61.65188709310275
1.9104668946591299,0.011670556852284094,65.11657740303129,0.7204234319503356,54.09515129095001,61.685828248740364
1.9650516630779622,0.012004001333777926,65.1026780379793,0.7217669095689812,54.1695307572993,61.71930342658009
2.0196364314967945,0.012337445815271757,65.08841810046877,0.7231158204628035,54.243508018836096,61.75231364967281
2.074221199915627,0.012670890296765588,65.0737991187261,0.7244701698025092,54.31708246707494,61.78485994607353
2.128805968334459,0.01300433477825942,65.05882260770123,0.7258299627212794,54.39025350955485,61.81694334866249
2.1833907367532914,0.013337779259753251,65.0434900691049,0.7271952043145197,54.46302056972895,61.84856489496833
2.2379755051721233,0.01367122374124708,65.02780299144789,0.7285658996396065,54.53538308685345,61.87972562699336
2.2925602735909556,0.014004668222740912,65.01176285008201,0.7299420537156323,54.60734051587606,61.91042659104107
2.347145042009788,0.014338112704234744,64.99537110724305,0.7313236715231457,54.67889232732378,61.9406688375455
2.40172981042862,0.014671557185728575,64.97862921209524,0.7327107580038923,54.75003800719013,61.97045342090293
2.4563145788474525,0.015005001667222406,64.96153860077764,0.7341033180605496,54.82077705682184,61.999781399305505
2.510899347266285,0.015338446148716238,64.94410069645204,0.7355013565564622,54.89110899280509,62.02865383457705
2.565484115685117,0.01567189063021007,64.92631690935242,0.7369048783153721,54.961033346851174,62.05707179201089
2.6200688841039494,0.016005335111703902,64.90818863683621,0.7383138881211477,55.03054966568181,62.08503634020978
2.6746536525227818,0.01633877959319773,64.88971726343674,0.7397283907175102,55.0996575109139,62.112548550927954
2.729238420941614,0.016672224074691565,64.87090416091736,0.7411483908077567,55.16835645894399,62.13960949891513
2.7838231893604464,0.017005668556185394,64.851750688327,0.7425738930544811,55.23664610083228,62.16622026176267
2.8384079577792787,0.017339113037679228,64.83225819205695,0.7440049020792924,55.30452604218632,62.19238191975179
2.892992726198111,0.017672557519173057,64.81242800589911,0.7454414224625303,55.37199590304428,62.21809555570373
2.9475774946169433,0.01800600200066689,64.79226145110547,0.7468834587429783,55.43905531775806,62.243362254832064
3.0021622630357756,0.01833944648216072,64.77175983644891,0.748331015417574,55.50570393487593,62.268183104597014
3.0567470314546075,0.01867289096365455,64.75092445828514,0.7497840969411166,55.57194141702505,62.29255919456173
3.1113317998734398,0.01900633544514838,64.72975660061586,0.7512427077259726,55.63776744079366,62.31649161625068
3.165916568292272,0.019339779926642212,64.70825753515301,0.7527068521417777,55.70318169661306,62.339981463009956
3.2205013367111044,0.019673224408136045,64.6864285213842,0.7541765345151372,55.76818388863943,62.363029829869674
3.2750861051299367,0.020006668889629875,64.66427080663914,0.755651759129323,55.83277373463541,62.385637813408266
3.329670873548769,0.020340113371123708,64.64178562615706,0.7571325302239681,55.89695096585157,62.407806511618844
3.3842556419676013,0.020673557852617538,64.61897420315522,0.7586188519947588,55.96071532690771,62.42953702377745
3.4388404103864336,0.02100700233411137,64.59583774889833,0.7601107285931241,56.02406657567405,62.45083045031336
3.493425178805266,0.0213404468156052,64.57237746276878,0.7616081641259225,56.08700448315234,62.47168789268125
3.5480099472240982,0.021673891297099034,64.54859453233799,0.7631111626551258,56.149528833356875,62.492110453235355
3.6025947156429305,0.022007335778592863,64.52449013343836,0.7646197281975011,56.21163942319545,62.51209923510556
3.657179484061763,0.022340780260086696,64.50006543023622,0.766133864724289,56.273336062350275,62.53165534207538
3.711764252480595,0.022674224741580526,64.4753215753055,0.7676535761608808,56.33461857315891,62.55077987846189
3.7663490208994275,0.02300766922307436,64.45025970970212,0.7691788663864912,56.395486790495134,62.569473948997505
3.8209337893182598,0.02334111370456819,64.42488096303921,0.77070973923383,56.45594056164988,62.587738658713704
3.875518557737092,0.023674558186062022,64.39918645356295,0.7722461984887702,56.5159797462122,62.60557511282658
3.9301033261559244,0.02400800266755585,64.37317728822904,0.7737882478900135,56.57560421595028,62.62298441662426
3.9846880945747563,0.02434144714904968,64.34685456277995,0.7753358911287545,56.634813854692474,62.639967675356225
4.039272862993589,0.024674891630543514,64.32021936182264,0.77688913184834,56.69360855820856,62.6565259941244
4.093857631412421,0.025008336112037344,64.29327275890695,0.7784479736439279,56.75198823409095,62.67266047777613
4.148442399831254,0.025341780593531177,64.2660158166045,0.7800124200621424,56.80995280163614,62.68837223079894
4.2030271682500855,0.025675225075025006,64.23844958658817,0.7815824746007263,56.86750219172621,62.703662357217105
4.257611936668918,0.02600866955651884,64.21057510971204,0.7831581407081916,56.92463634671054,62.718531960490004
4.31219670508775,0.02634211403801267,64.18239341609184,0.784739421783467,56.981355220287696,62.732982143412286
4.366781473506583,0.026675558519506502,64.15390552518582,0.786326321175543,57.03765877738746,62.74701400801573
4.421366241925415,0.027009003001000332,64.12511244587614,0.7879188421831141,57.0935469940531,62.760628655472956
4.475951010344247,0.02734244748249416,64.09601517655058,0.789516988054219,57.14901985732384,62.77382718600277
4.530535778763079,0.027675891963987995,64.06661470518466,0.7911207619858771,57.204077365117605,62.78661069877733
4.585120547181911,0.028009336445481824,64.03691200942417,0.7927301671237242,57.2587195261139,62.79898029183094
4.639705315600744,0.028342780926975657,64.00690805666795,0.7943452065616439,57.312946359637124,62.81093706197062
4.694290084019576,0.028676225408469487,63.97660380415118,0.7959658833413975,57.366757895539976,62.822482104688305
4.748874852438409,0.02900966988996332,63.946000199028695,0.7975922004522509,57.4201541740873,62.83361651407474
4.80345962085724,0.02934311437145715,63.915098178458834,0.7992241608305991,57.47313524584014,62.84434138273507
4.858044389276073,0.029676558852950983,63.88389866968744,0.8008617673595883,57.52570117154014,62.854657801705955
4.912629157694905,0.030010003334444812,63.85240259013209,0.8025050228687347,57.577852021994296,62.864566860374495
4.967213926113738,0.030343447815938646,63.820610847466604,0.8041539301335426,57.629587877959985,62.87406964639864
5.02179869453257,0.030676892297432475,63.788524339705724,0.8058084918751172,57.68090883003043,62.88316724562921
5.076383462951402,0.03101033677892631,63.75614395529001,0.8074687107597776,57.731814978520475,62.89186074203361
5.130968231370234,0.03134378126042014,63.723470573170864,0.8091345893986654,57.782306433352744,62.90015121762098
5.185552999789067,0.03167722574191397,63.690505062895795,0.8108061303473525,57.83238331394422,62.90803975236906
5.240137768207899,0.032010670223407804,63.6572482846937,0.812483336105444,57.88204574909317,62.91552742415245
