memory_model,reduced_dimension,critical_rate_day_inv,critical_mode_days,critical_mean_days,critical_frequency_day_inv,critical_period_days,ell_1
Exponential,3,0.16860060790032444,0.0,5.931176716700769,0.0517937534838837,121.3116425156304,-2.876942227684401
Humped,4,0.35329120389565033,2.83052617493235,5.6610523498647,0.05242805155845166,119.84395987278886,-2.9398458219113315
