time_days,phase,N,P,Q
0.0,0.0,60.55703577025724,0.793530064941765,47.72719936348957
0.05276553671531999,0.00033344448149383126,60.556844805214546,0.7946931566906155,47.7879822090877
0.10553107343063999,0.0006668889629876625,60.556272936632006,0.7958604996328659,47.84847527910106
0.15829661014595997,0.0010003334444814937,60.555321700371806,0.7970320952929557,47.90867814544135
0.21106214686127997,0.001333777925975325,60.55399262694173,0.7982079451666645,47.9685903893121
0.26382768357659997,0.0016672224074691564,60.55228724139814,0.7993880507209823,48.02821160113907
0.31659322029191994,0.0020006668889629873,60.550207063251825,0.8005724133939794,48.08754138050048
0.36935875700723997,0.002334111370456819,60.54775360637655,0.8017610345946736,48.14657933605718
0.42212429372255994,0.00266755585195065,60.54492837892048,0.8029539157028955,48.205325085482684
0.4748898304378799,0.0030010003334444814,60.54173288322026,0.8041510580691525,48.26377825539316
0.5276553671531999,0.003334444814938313,60.53816861571787,0.8053524630144905,48.32193848127732
0.58042090386852,0.003667889296432144,60.53423706688009,0.8065581318303534,48.37980540742627
0.6331864405838399,0.004001333777925975,60.5299397211206,0.8077680657784415,48.437378686863305
0.6859519772991599,0.004334778259419807,60.525278056724744,0.8089822660905676,48.49465798127369
0.7387175140144799,0.004668222740913638,60.520253545776825,0.8102007339685111,48.55164296093443
0.7914830507297999,0.005001667222407469,60.51486765408987,0.8114234705838708,48.60833330464399
0.8442485874451199,0.0053351117039013,60.50912184113803,0.8126504770779146,48.664728699652066
0.8970141241604399,0.0056685561853951315,60.503017559991335,0.8138817545614296,48.720828841589366
0.9497796608757598,0.006002000666888963,60.49655625725294,0.8151173041145676,48.776633434397404
1.00254519759108,0.006335445148382795,60.48973937299876,0.816357126786691,48.83214219025834
1.0553107343063999,0.006668889629876626,60.482568340719475,0.8176012235962152,48.88735482952488
1.1080762710217198,0.007002334111370456,60.475044587264826,0.8188495955304508,48.94227108065027
1.16084180773704,0.007335778592864288,60.46716953279032,0.8201022435454424,48.99689068011826
1.2136073444523598,0.00766922307435812,60.4589445907061,0.8213591685658063,49.05121337237328
1.2663728811676798,0.00800266755585195,60.45037116762808,0.8226203714845667,49.10523890975063
1.319138417883,0.008336112037345782,60.44145066333129,0.8238858531629896,49.15896705240679
1.3719039545983198,0.008669556518839614,60.43218447070544,0.8251556144304146,49.212397568249855
1.4246694913136397,0.009003001000333443,60.42257397571249,0.8264296560840857,49.2655302328701
1.4774350280289599,0.009336445481827277,60.41262055734649,0.8277079788889796,49.318364829470646
1.5302005647442798,0.009669889963321106,60.40232558759537,0.8289905835776328,49.37090114879832
1.5829661014595997,0.010003334444814937,60.39169043140479,0.8302774708499658,49.4231389890746
1.6357316381749198,0.01033677892630877,60.38071644664408,0.8315686413731075,49.475078155926795
1.6884971748902398,0.0106702234078026,60.36940498407404,0.8328640957812153,49.526718462319316
1.7412627116055597,0.011003667889296432,60.357757387316774,0.8341638346752958,49.578059728485215
1.7940282483208798,0.011337112370790263,60.3457749928274,0.835467858623022,49.629101781857806
1.8467937850361997,0.011670556852284094,60.33345912986766,0.8367761681585493,49.67984445700258
1.8995593217515196,0.012004001333777926,60.32081112048134,0.8380887637823307,49.73028759554925
1.9523248584668398,0.012337445815271757,60.30783227947155,0.8394056459609284,49.78043104612405
2.00509039518216,0.01267089029676559,60.29452391437981,0.840726815126825,49.830274664282214
2.0578559318974796,0.01300433477825942,60.280887325466864,0.842052271678233,49.879818312440726
2.1106214686127998,0.013337779259753251,60.26692380569519,0.8433820159789017,49.929061859811235
2.16338700532812,0.013671223741247083,60.2526346407133,0.8447160483579229,49.97800518233331
2.2161525420434396,0.014004668222740912,60.23802110884165,0.8460543691095352,50.02664816260782
2.2689180787587597,0.014338112704234745,60.223084481060155,0.8473969784929261,50.07499068983066
2.32168361547408,0.014671557185728577,60.20782602099742,0.8487438767320322,50.12303265972671
2.3744491521893996,0.015005001667222406,60.192246984921475,0.8500950640153389,50.17077397448402
2.4272146889047197,0.01533844614871624,60.17634862173205,0.8514505404956768,50.21821454268833
2.47998022562004,0.015671890630210072,60.16013217295447,0.852810306290018,50.265354279257814
2.5327457623353595,0.0160053351117039,60.143598872734906,0.854174361479269,50.31219310537816
2.5855112990506797,0.01633877959319773,60.126749947837254,0.8555427061080639,50.35873094843787
2.638276835766,0.016672224074691565,60.109586617641305,0.856915340184555,50.40496774196392
2.6910423724813195,0.017005668556185394,60.09211009414246,0.8582922636802004,50.4509034255577
2.7438079091966396,0.017339113037679228,60.074321581952724,0.8596734765295535,50.496537944831225
2.7965734459119598,0.017672557519173057,60.05622227830313,0.8610589786300469,50.54187125134371
2.8493389826272795,0.018006002000666887,60.03781337304748,0.8624487698417775,50.58690330253841
2.9021045193425996,0.01833944648216072,60.01909604866734,0.8638428499872889,50.63163406167984
2.9548700560579197,0.018672890963654553,60.000071480278464,0.8652412188513522,50.67606349779124
3.0076355927732394,0.019006335445148383,59.98074083563824,0.8666438761807455,50.72019158559245
3.0604011294885596,0.019339779926642212,59.96110527515461,0.8680508216840319,50.76401830543805
3.1131666662038797,0.019673224408136045,59.94116595189603,0.8694620550313356,50.807543643255904
3.1659322029191994,0.020006668889629875,59.920924011602686,0.8708775758541166,50.85076759048598
3.2186977396345196,0.020340113371123708,59.90038059269884,0.8722973837449446,50.893690144019544
3.2714632763498397,0.02067355785261754,59.879536826306285,0.8737214782572694,50.936311306138734
3.3242288130651594,0.021007002334111367,59.85839383625899,0.8751498589051927,50.978631084456445
3.3769943497804795,0.0213404468156052,59.83695273911872,0.8765825251632355,51.02064949185656
3.4297598864957997,0.021673891297099034,59.81521464419181,0.8780194764661063,51.062366546434596
3.4825254232111194,0.022007335778592863,59.793180653546905,0.8794607122084664,51.10378227143867
3.5352909599264395,0.022340780260086696,59.77085186203376,0.8809062317446941,51.144896695210825
3.5880564966417596,0.022674224741580526,59.748229357303025,0.8823560343886478,51.185709851128784
3.6408220333570793,0.023007669223074356,59.725314219826984,0.8838101194134279,51.22622177754799
3.6935875700723995,0.02334111370456819,59.70210752292126,0.8852684860511356,51.2664325177441
3.7463531067877196,0.023674558186062022,59.67861033276741,0.8867311334926327,51.30634211985579
3.7991186435030393,0.02400800266755585,59.6548237084365,0.8881980608872982,51.345950636828
3.8518841802183594,0.02434144714904968,59.63074870191347,0.8896692673427845,51.38525812635554
3.9046497169336796,0.024674891630543514,59.60638635812243,0.8911447519247713,51.42426465082702
3.9574152536489993,0.025008336112037344,59.581737714952766,0.892624513656719,51.46297027726931
4.01018079036432,0.02534178059353118,59.55680380328611,0.8941085515196207,51.50137507729222
4.062946327079639,0.025675225075025006,59.53158564702402,0.8955968644517522,51.53947912703369
4.115711863794959,0.02600866955651884,59.50608426311659,0.8970894513484212,51.577282507105345
4.168477400510279,0.02634211403801267,59.48030066159165,0.8985863110617154,51.61478530253841
4.2212429372255995,0.026675558519506502,59.45423584558486,0.9000874424002481,51.65198760273007
4.27400847394092,0.027009003001000335,59.42789081137046,0.9015928441289045,51.68888950139018
4.32677401065624,0.027342447482494165,59.4012665483927,0.903102514968585,51.72549109648844
4.379539547371559,0.027675891963987995,59.37436403929803,0.9046164535959478,51.761792490201884
4.432305084086879,0.028009336445481824,59.34718425996792,0.9061346586431507,51.797793788862855
4.485070620802199,0.028342780926975657,59.31972817955233,0.9076571286975911,51.83349510290733
4.5378361575175195,0.02867622540846949,59.29199676050383,0.909183862301645,51.86889654682367
