K,eps,alpha,beta,gamma,theta,b,a_H_dim,tau_mode_H,tau_mean_H,omega_0_dim,T_0,P_star,G_4,ell_1,applied_a_below_threshold,supercritical
73.26746903298653,0.17780356227475055,0.11151457501543231,0.0009341661881776755,0.021479581078490566,2.0,0.3138271215339008,0.16345068164449952,6.11805340876443,12.23610681752886,0.05084562858761795,123.57375612639555,1.437409779234553,-1.5124266625566745,-2.6444244643223427,False,True
84.14244709475462,0.1797333389868848,0.11682196034608193,0.0008647673941875701,0.02272952909836233,2.0,0.31237480183248073,0.17685641874324803,5.654304249209941,11.308608498419883,0.05312136426358624,118.27981819146537,1.388397487352804,-1.564255796625583,-2.646288562564535,False,True
79.68728071769773,0.1398263835350994,0.11065703674737475,0.0010817032350816213,0.020387897889958685,2.0,0.23652405403378582,0.32858989223237245,3.0433072460208828,6.0866144920417655,0.05010581744719809,125.39831954245348,1.1929109274115917,-1.9989627405548265,-2.7891744419471856,True,True
92.19142470176793,0.16875356995259008,0.0912714239742809,0.0008827564695527961,0.01818613057220722,2.0,0.223464669387498,0.32936086369547096,3.0361834395862104,6.072366879172421,0.05202179750426674,120.77985784063401,1.7565915741722242,-1.9603831752196055,-3.17964464094276,True,True
92.6994717616771,0.17018646278982133,0.11201450681417272,0.0008624641181909001,0.016890422308056176,2.0,0.21126240190872325,0.34652371138117055,2.8858054071226773,5.771610814245355,0.05075078823421932,123.80468413972483,1.4515149762781139,-1.9712094880850695,-3.305103052258956,True,True
84.33968801173016,0.13572912923963723,0.08601528485666547,0.0009035095640570331,0.02369366391291749,2.0,0.3109334742822436,0.19601089706210847,5.101757172628711,10.203514345257423,0.049099017286349377,127.9696754526786,1.425408147740535,-1.8023850662936385,-2.4912530751463295,True,True
98.88505861717577,0.13799192032839766,0.08650674964225534,0.0010856877442779501,0.023503975117859052,2.0,0.21893021725005585,0.45374117375524886,2.2038996190797686,4.407799238159537,0.05438688768988447,115.52757611368537,1.5187012274816527,-2.046790299088475,-2.596586565968232,True,True
75.30469488450032,0.14903086863693185,0.08520548214417925,0.0009809925114894521,0.0184657110271002,2.0,0.24996447414912562,0.2587807524015431,3.8642750309664726,7.728550061932945,0.04822875120693547,130.27883057183618,1.6397898687647539,-1.921314314950801,-2.968510837582225,True,True
79.96014537826464,0.16054241770316957,0.10154886603730641,0.0010941362440297603,0.022367374365517466,2.0,0.2556642635026289,0.2992087953559983,3.34214774271659,6.68429548543318,0.05507657297576536,114.08090532329047,1.4776008275578199,-1.9403060859690182,-2.8278940872256717,True,True
80.33213097276386,0.17734808802309718,0.08973242502016063,0.0008360857940676909,0.021311554080721957,2.0,0.3173035919375869,0.15666371254347009,6.383099083794061,12.766198167588122,0.05011120045204692,125.38484910558421,1.7774221987758523,-1.4737876268202672,-2.607934108650911,False,True
80.80540840440463,0.1389001017284297,0.09259299749870008,0.0010818108098571903,0.01882619373530691,2.0,0.21536284375543452,0.3743017561758034,2.6716412186169824,5.343282437233965,0.04868860492919374,129.04837417948244,1.4305374945450369,-2.0178922613316197,-2.8783474160286895,True,True
98.02767884682055,0.15779482662161648,0.11419321092713838,0.0009318658268374926,0.02111080657883548,2.0,0.2311014773079354,0.35750780259584963,2.797141748345185,5.59428349669037,0.0542540893974304,115.81035414958366,1.3080229220467783,-1.990897735484991,-2.8952044581463574,True,True
73.87903379994833,0.13106021544912083,0.09371953130724853,0.00099107699484791,0.017030050922500234,2.0,0.23258802141472865,0.2837717443769088,3.523959026279195,7.04791805255839,0.04430458152652676,141.81795856524715,1.3227789836764023,-1.9815392278975634,-2.9308589448435125,True,True
